3.699 .
4.759 6.091
6.189 9.218
4.501 8.514
3.891 6.285
2.759 .
8.311 9.74
. 9.526
. 7.263
5.195 .
5.484 .
3.405 8.498
6.043 7.994
5.06 .
6.522 .
. 9.577
4.083 6.109
4.877 8.729
3.108 7.438
5.436 .
5.248 .
4.099 8.196
. 9.137
5.204 .
5.174 7.613
4.766 .
. 5.911
5.639 8.139
4.427 8.71
4.388 7.943
. 5.619
3.497 .
3.606 5.805
3.043 7.291
3.89 7.18
5.743 .
5.547 .
6.013 .
5.951 8.729
7.388 8.707
5.564 6.705
5.975 7.739
5.685 8.273
3.996 .
4.491 .
. 9.293
. 10.024
. 6.792
5.479 .
4.924 .
4.495 7.588
7.397 8.249
4.464 8.524
5.065 .
3.72 .
. 7.228
4.244 7.757
4.836 .
5.134 .
3.904 6.36
4.139 .
7.09 8.121
6.546 7.847
5.801 7.017
5.836 7.3
5.118 .
5.147 8.275
5.088 9.363
4.267 .
5.319 7.707
5.66 7.633
3.475 7.455
. 7.534
4.562 8.463
4.165 .
. 6.433
3.825 6.91
. 7.201
4.475 .
. 7.427
5.449 6.649
5.556 .
5.182 6.922
4.143 .
3.49 6.469
4.677 6.401
5.587 .
5.138 7.991
. 9.947
. 7.371
6.153 8.085
4.629 6.479
6.38 8.346
6.114 .
6.648 8.97
6.064 7.205
5.826 8.119
3.243 7.22
. 8.25
4.417 6.48
4.632 9.036
5.571 .
. 7.869
6.08 7.801
4.019 8.257
. 7.84
4.511 .
5.593 7.862
4.387 .
5.343 8.519
3.909 7.914
5.591 9.125
. 8.136
4.319 7.605
5.245 .
. 8.34
5.3 .
3.266 .
5.517 7.583
3.987 .
2.799 6.9
3.785 7.375
6.341 .
4.419 8.605
5.079 9.466
5.108 9.404
4.474 7.976
3.782 8.113
5.112 7.779
7.334 8.058
. 6.496
4.343 .
4.906 .
3.542 6.674
3.331 7.072
4.581 .
4.048 .
. 9.446
. 7.05
5.978 8.218
6.407 8.453
3.123 7.552
4.805 .
5.238 7.297
. 5.546
4.533 8.75
4.04 .
4.566 .
4.186 .
3.533 .
6.237 .
4.653 7.966
5.051 9.095
. 8.288
. 10.227
3.411 6.843
. 10.502
3.871 7.169
4.641 9.103
. 7.658
4.126 6.856
5.915 .
3.868 5.949
5.391 6.542
5.587 8.606
. 7.883
5.362 9.977
4.334 7.923
4.795 8.032
3.542 9.053
4.563 7.839
4.886 .
5.066 .
4.801 7.774
6.738 8.458
4.888 .
4.784 7.965
. 8.544
5.699 9.459
3.75 .
4.089 8.292
5.2 7.817
4.27 8.074
6.842 7.574
6.531 9.663
3.381 .
6.74 .
4.349 7.379
3.358 .
. 7.494
7.97 8.997
4.512 7.389
6.059 9.115
. 8.071
4.101 6.982
7.409 10.699
3.035 .
6.624 9.996
4.634 .
5.459 7.757
6.09 9.572
. 6.456
4.345 .
5.108 8.086
4.151 7.312
3.792 .
4.648 6.588
. 7.813
6.019 7.546
6.08 8.952
. 9.197
6.766 .
4.886 9.216
6.561 8.175
6.42 8.492
4.274 .
. 7.844
4.32 7.606
. 8.411
4.099 .
. 8.568
5.684 8.469
5.827 7.166
4.127 5.805
6.48 9.582
5.141 7.918
5.873 .
3.648 6.675
. 8.63
. 8.131
3.834 6.943
3.662 6.018
5.516 8.3
. 9.853
4.018 7.377
. 8.127
4.728 7.003
4.272 7.528
. 6.246
. 6.625
5.508 8.948
4.587 6.727
5.588 8.123
6.212 8.31
3.688 .
4.317 7.428
3.924 8.026
5.534 8.025
5.432 8.306
5.371 7.156
. 7.134
3.924 7.723
4.129 .
4.888 7.912
4.805 6.734
. 7.117
. 7.843
4.991 .
3.4 .
4.971 .
3.747 6.065
4.104 8.518
6.27 .
4.985 8.833
5.966 7.902
5.225 8.721
. 6.439
5.545 7.826
5.329 8.782
5.004 7.711
4.895 9.089
4.855 6.699
5.812 9.553
. 9.053
4.564 7.26
5.712 7.076
4.386 8.785
7.375 9.4
4.578 7.23
3.916 6.752
6.456 7.966
6.485 7.34
4.926 7.291
5.148 8.313
5.748 7.545
. 7.595
. 9.062
5.487 7.774
2.795 8.769
6.067 9.5
7.575 9.181
6.578 9.271
3.728 8.136
. 8.55
3.996 6.939
4.635 .
4.678 .
4.162 .
. 7.064
5.156 8.684
5.518 .
4.585 7.542
. 6.788
4.171 8.847
5.434 8.925
7.46 10.05
4.204 7.857
5.078 .
5.01 7.627
7.369 9.762
5.119 7.583
4.615 8.337
4.487 8.525
5.359 .
5.29 8.721
4.162 8.981
6.204 9.817
4.188 7.645
3.872 7.103
5.583 8.322
. 8.75
4.279 .
6.5 8.841
. 10.9
4.141 7.218
5.029 8.746
6.729 .
5.131 8.588
. 6.573
. 6.707
3.615 6.441
3.91 6.965
3.928 7.91
5.929 9.618
5.359 9.923
. 7.668
4.047 .
4.946 8.928
. 8.914
7.633 8.477
. 5.007
. 7.423
3.811 .
3.179 7.243
4.812 .
4.897 6.849
4.917 6.542
6.152 .
5.239 7.763
2.557 8.862
. 6.088
4.51 .
5.104 10.275
3.509 .
. 8.143
4.35 8.558
5.539 8.252
5.416 7.168
4.654 8.092
6.47 .
. 8.761
6.051 8.642
5.498 9.353
5.058 7.399
5.29 6.964
5.526 9.102
5.234 7.049
. 7.698
5.879 8.134
2.918 7.222
4.504 7.453
3.974 7.019
4.984 6.911
. 8.247
4.195 7.206
5.911 7.725
3.141 6.445
5.026 8.405
. 8.876
4.855 8.16
5.167 8.465
5.417 .
4.822 8.624
. 9.635
5.155 .
. 8.75
5.39 .
. 9.876
. 6.751
4.347 7.705
6.187 .
7.231 .
. 9.74
4.769 5.944
5.698 .
. 8.148
5.159 8.899
4.18 6.382
5.598 7.584
4.453 6.867
4.922 6.496
5.366 7.862
5.095 .
. 5.822
4.426 9.528
4.146 .
4.721 8.269
. 8.267
6.054 7.609
4.479 6.684
5.148 7.763
. 7.679
. 7.107
5.311 .
. 9.806
4.618 8.218
. 8.733
6.191 .
. 9.351
5.524 8.547
5.754 8.21
4.262 5.905
. 8.004
4.445 5.798
. 9.616
2.727 7.735
. 7.862
4.449 8.806
3.67 8.555
5.564 8.134
5.5 .
3.998 9.108
. 7.828
5.19 7.356
4.296 5.669
5.113 7.681
. 9.488
4.769 7.202
4.888 7.831
4.794 9.521
. 8.192
4.26 .
3.324 .
5.737 9.4
6.553 9.101
7.125 9.15
. 6.678
4.612 .
. 6.677
3.093 .
. 8.25
3.726 .
5.212 8.074
5.961 .
5.161 8.557
6.07 8.997
. 7.562
3.688 .
4.782 8.283
6.631 8.169
4.767 .
6.294 9.859
. 9.027
. 7.236
7.442 8.816
3.257 .
3.857 7.141
5.586 10.818
7.464 10.565
. 9.002
5.745 7.932
5.391 8.676
. 7.603
5.549 7.521
5.344 8.71
5.669 7.599
. 7.596
3.257 .
5.812 9.91
4.228 7.786
5.737 .
4.002 .
3.867 7.78
5.541 6.315
4.815 9.492
3.655 7.514
4.315 .
4.028 7.514
5.213 .
2.366 5.889
. 6.052
. 7.005
4.955 8.976
3.01 6.855
5.196 6.82
6.136 .
4.773 .
6.318 8.324
5.305 8.155
4.973 .
5.565 .
4.536 .
. 8.175
3.845 .
. 7.154
. 9.029
5.126 .
5.937 9.461
4.671 8.395
5.433 8.322
4.667 4.953
6.094 9.858
5.858 9.396
. 7.202
3.08 7.191
. 8.564
. 7.016
4.378 8.258
6.299 7.272
5.62 .
6.762 8.585
5.398 7.767
5.274 7.851
5.666 7.074
5.362 .
. 8.356
5.763 .
5.956 7.88
5.821 7.346
5.666 8.274
4.405 7.585
5.36 .
. 8.268
. 7.082
4.661 8.682
. 8.175
6.892 6.978
5.592 .
. 6.592
5.363 8.565
4.032 .
6.133 7.153
4.136 .
5.349 8.076
4.862 8.229
4.298 6.305
5.819 7.188
3.961 .
5.174 8.525
5.76 7.634
. 6.775
6.023 8.435
4.176 .
6.323 .
3.736 7.762
4.614 6.944
. 9.64
5.403 9.313
5.836 .
4.331 7.681
7.262 6.998
5.349 8.381
. 7.215
4.469 .
4.581 .
5.257 7.448
4.416 9.298
4.488 .
5.325 9.087
6.772 9.192
5.707 .
5.814 7.555
4.139 6.846
. 7.757
4.378 8.37
3.086 .
3.084 5.932
. 9.706
4.67 6.582
4.947 7.911
6.142 .
5.125 .
7.332 6.57
5.969 7.441
5.504 .
7.035 .
6.148 7.994
4.69 .
. 6.581
. 9.219
4.211 6.647
5.798 .
6.323 8.595
4.77 6.783
4.959 8.266
5.786 .
. 8.834
4.594 5.919
3.696 .
4.103 .
5.282 .
5.823 7.696
4.219 .
. 7.476
. 8.729
4.109 .
5.147 .
5.105 8.51
4.633 8.091
5.126 8.307
. 6.747
6.329 .
. 8.34
. 7.798
5.774 9.838
4.042 7.375
5.023 9.629
. 7.213
4.847 7.697
. 6.482
3.666 .
2.483 6.153
5.731 9.334
4.623 10.151
4.067 7.727
5.284 .
2.831 6.279
. 6.896
. 8.16
4.969 .
6.426 8.37
5.194 .
. 8.566
3.659 7.491
4.208 7.119
4.894 8.229
4.783 7.309
4.272 .
5.021 8.449
4.161 .
. 7.732
4.57 8.433
4.505 8.052
5.751 9.22
. 7.839
4.448 .
. 6.366
5.274 7.517
5.368 .
4.692 7.006
6.377 8.787
3.911 6.573
5.929 8.662
. 6.656
4.562 .
. 8.855
5.366 .
5.516 7.994
. 8.587
4.012 6.418
. 7.317
5.593 .
5.556 7.884
5.753 8.442
2.294 5.097
6.353 9.246
4.707 8.16
6.723 .
. 8.198
6.091 9.371
4.237 7.812
5.266 8.115
4.844 5.376
6.856 .
4.638 7.831
4.181 8.168
4.183 7.624
. 6.438
4.526 .
. 6.948
. 7.279
3.875 6.35
4.317 8.704
5.857 8.538
4.437 9.087
3.123 5.989
. 7.911
5.451 .
5.014 9.299
3.879 7.686
5.513 8.175
4.826 7.068
4.803 9.334
5.689 7.527
5.647 .
4.562 7.298
6.208 9.019
4.607 .
4.543 8.344
6.192 8.565
5.793 6.705
5.653 .
. 6.223
. 8.349
6.106 9.386
5.204 7.571
4.122 6.658
3.402 6.91
. 7.96
5.427 8.003
5.675 9.1
5.615 .
. 8.315
. 6.439
4.534 6.112
. 8.334
5.743 .
4.607 6.259
3.824 .
3.952 6.899
5.195 7.392
6.856 8.991
5.991 8.062
4.517 .
6.485 8.856
5.468 9.615
4.626 7.089
4.806 .
5.783 .
3.857 6.826
. 5.83
3.746 8.178
4.258 5.425
. 6.456
4.33 8.023
5.321 .
4.71 7.691
4.827 8.478
5.189 .
5.436 9.251
. 11.108
7.151 9.693
5.581 8.841
6.014 7.251
. 8.18
4.835 8.079
5.424 7.112
. 6.752
5.732 .
5.668 .
3.566 8.275
. 8.738
4.242 8.245
4.594 .
5.658 7.179
6.236 9.406
6.114 8.806
. 5.92
3.464 .
6.206 9.89
5.787 .
4.619 7.513
5.854 8.506
3.807 .
6.012 8.23
. 8.974
. 9.724
4.581 6.016
. 7.292
4.284 6.394
. 9.426
. 7.977
4.928 8.493
6.012 8.763
4.069 .
6.813 8.701
4.871 9.238
. 6.866
4.275 .
2.837 7.792
4.099 7.121
5.081 9.764
. 8.447
5.546 .
4.218 8.416
. 7.997
. 7.529
4.707 7.616
3.679 .
. 8.209
5.489 7.95
4.913 .
. 5.559
. 7.413
5.454 .
5.415 7.66
. 8.465
4.666 .
4.408 7.711
5.616 8.465
4.059 .
4.199 .
5.422 6.82
4.883 .
. 5.644
5.672 .
5.547 7.903
5.198 7.744
2.845 .
5.322 5.721
7.018 8.443
5.6 .
3.852 7.893
4.505 7.976
4.751 7.522
4.673 9.025
. 8.937
4.623 7.683
3.089 .
5.196 8.199
5.304 7.316
6.619 8.199
6.204 .
5.379 7.556
3.248 6.723
5.859 .
