1 0 0 1 217.6
1 0 . 1 89.4
1 0 1 3 169.5
1 0 0 3 177.8
1 0 0 2 184.6
0 0 0 1 174.2
1 0 0 3 220.5
1 1 . 1 202.1
1 0 . 1 228.9
1 0 1 3 132.9
1 0 . 3 212.6
1 0 0 2 126.2
1 . . 1 153.1
1 0 1 1 90.2
1 . . 1 222.3
1 . . 1 178.8
1 . . 3 201.9
1 1 0 1 198.9
1 1 1 1 162.4
1 . . 3 237.3
1 . . 1 176.5
1 . . 1 142.9
0 0 0 3 225.3
0 0 0 3 258.7
1 0 0 2 150.8
1 0 . 2 195.7
1 . . 2 183.2
0 0 0 3 285.2
0 1 . 3 240.9
1 1 0 3 231.8
1 1 . 1 120.6
1 . . 1 155.2
1 0 0 1 149.1
1 0 0 1 158
1 . . 1 178.2
0 0 0 1 185.4
1 1 1 1 136.2
1 . . 1 226.2
1 1 . 1 244.5
1 0 1 1 197.8
1 1 0 2 193.6
0 0 . 1 216.2
0 . . 2 240.1
1 1 0 1 225.6
0 . . 2 239.3
1 1 1 1 186.7
1 1 0 3 268.8
1 1 . 1 167.7
1 0 0 1 242
1 1 0 1 173.2
0 0 . 1 118.9
0 0 1 3 256.4
1 1 0 1 179
1 1 . 3 260.7
1 1 1 2 195.9
1 0 . 1 232.2
1 0 0 1 102
1 . . 1 200.5
1 0 0 1 163.2
1 . . 2 237.9
1 . . 1 171.6
1 0 0 3 212.3
0 0 . 3 259.8
1 1 . 3 271.5
1 . . 1 171.7
1 1 . 3 301.9
1 . . 1 181.3
1 1 . 1 168.9
1 0 0 2 185
1 0 0 3 221.7
0 1 0 3 247.4
1 0 0 1 158.5
1 1 0 3 268.3
1 1 0 1 163.5
1 1 . 1 195.7
1 . . 1 131.6
0 0 . 3 214.6
1 0 . 1 258.6
1 0 1 3 237.3
1 1 1 1 150.4
1 . . 3 236.4
0 0 0 3 306.9
1 1 0 1 190.4
1 1 0 3 258.8
1 0 0 3 256.8
1 1 . 2 238.3
1 1 0 1 228.9
1 1 1 1 213.6
1 0 0 2 231.1
0 0 . 3 202.8
1 0 . 1 203.3
1 0 0 1 167.5
1 . . 1 172.2
1 0 0 2 199.8
1 1 1 1 199.4
1 0 0 2 183.4
1 . . 1 219.8
1 0 0 3 198.2
1 . . 1 190.3
0 0 . 1 236
1 . . 1 197.5
1 1 1 3 185.5
1 0 . 1 139.7
1 . . 1 172.4
1 . . 1 242.9
1 . . 1 187.9
1 1 0 1 213
1 . . 1 246.6
1 1 1 2 190.3
1 . . 3 269.8
0 0 0 3 240.2
1 1 1 1 139.1
1 0 0 2 202.3
1 1 0 1 218.4
1 0 0 1 104.4
1 1 0 3 230.4
1 0 0 1 188.6
1 0 . 1 224.6
1 0 0 1 174.9
1 . . 1 156.8
0 0 . 3 266.1
1 0 . 3 227.6
1 1 . 3 256.1
1 1 1 1 145.5
0 0 0 2 275
1 . . 1 169.9
1 0 0 2 175.6
1 0 0 1 193.2
1 1 . 3 244.6
1 1 . 1 191.2
0 0 . 3 262.6
0 1 0 3 260.7
1 . . 1 190.6
1 1 1 1 167
1 0 0 1 242.7
1 1 . 1 133.7
1 . . 1 131.4
1 0 0 3 173.5
1 0 0 3 237.7
1 0 0 1 203.1
