4.971 NA
3.747 6.065
4.104 8.518
6.27 NA
4.985 8.833
5.966 7.902
5.225 8.721
NA 6.439
5.545 7.826
5.329 8.782
5.004 7.711
4.895 9.089
4.855 6.699
5.812 9.553
NA 9.053
4.564 7.26
5.712 7.076
4.386 8.785
7.375 9.4
4.578 7.23
3.916 6.752
6.456 7.966
6.485 7.34
4.926 7.291
5.148 8.313
5.748 7.545
NA 7.595
NA 9.062
5.487 7.774
2.795 8.769
6.067 9.5
7.575 9.181
6.578 9.271
3.728 8.136
NA 8.55
3.996 6.939
4.635 NA
4.678 NA
4.162 NA
NA 7.064
5.156 8.684
5.518 NA
4.585 7.542
NA 6.788
4.171 8.847
5.434 8.925
7.46 10.05
4.204 7.857
5.078 NA
5.01 7.627
7.369 9.762
5.119 7.583
4.615 8.337
4.487 8.525
5.359 NA
5.29 8.721
4.162 8.981
6.204 9.817
4.188 7.645
3.872 7.103
5.583 8.322
NA 8.75
4.279 NA
6.5 8.841
NA 10.9
4.141 7.218
5.029 8.746
6.729 NA
5.131 8.588
NA 6.573
NA 6.707
3.615 6.441
3.91 6.965
3.928 7.91
5.929 9.618
5.359 9.923
NA 7.668
4.047 NA
4.946 8.928
NA 8.914
7.633 8.477
NA 5.007
NA 7.423
3.811 NA
3.179 7.243
4.812 NA
4.897 6.849
4.917 6.542
6.152 NA
5.239 7.763
2.557 8.862
NA 6.088
4.51 NA
5.104 10.275
3.509 NA
NA 8.143
4.35 8.558
5.539 8.252
5.416 7.168
4.654 8.092
6.47 NA
NA 8.761
6.051 8.642
5.498 9.353
5.058 7.399
5.29 6.964
5.526 9.102
5.234 7.049
NA 7.698
5.879 8.134
2.918 7.222
4.504 7.453
3.974 7.019
4.984 6.911
NA 8.247
4.195 7.206
5.911 7.725
3.141 6.445
5.026 8.405
NA 8.876
4.855 8.16
5.167 8.465
5.417 NA
4.822 8.624
NA 9.635
5.155 NA
NA 8.75
5.39 NA
NA 9.876
NA 6.751
4.347 7.705
6.187 NA
7.231 NA
NA 9.74
4.769 5.944
5.698 NA
NA 8.148
5.159 8.899
4.18 6.382
5.598 7.584
4.453 6.867
4.922 6.496
5.366 7.862
5.095 NA
NA 5.822
4.426 9.528
4.146 NA
4.721 8.269
NA 8.267
6.054 7.609
4.479 6.684
5.148 7.763
NA 7.679
NA 7.107
5.311 NA
NA 9.806
4.618 8.218
NA 8.733
6.191 NA
NA 9.351
5.524 8.547
5.754 8.21
4.262 5.905
NA 8.004
4.445 5.798
NA 9.616
2.727 7.735
NA 7.862
4.449 8.806
3.67 8.555
5.564 8.134
5.5 NA
3.998 9.108
NA 7.828
5.19 7.356
4.296 5.669
5.113 7.681
NA 9.488
4.769 7.202
4.888 7.831
4.794 9.521
NA 8.192
4.26 NA
3.324 NA
5.737 9.4
6.553 9.101
7.125 9.15
NA 6.678
4.612 NA
NA 6.677
3.093 NA
NA 8.25
3.726 NA
5.212 8.074
5.961 NA
5.161 8.557
6.07 8.997
NA 7.562
3.688 NA
4.782 8.283
6.631 8.169
4.767 NA
6.294 9.859
NA 9.027
NA 7.236
7.442 8.816
3.257 NA
3.857 7.141
5.586 10.818
7.464 10.565
NA 9.002
5.745 7.932
5.391 8.676
NA 7.603
5.549 7.521
5.344 8.71
5.669 7.599
NA 7.596
3.257 NA
5.812 9.91
4.228 7.786
5.737 NA
4.002 NA
3.867 7.78
5.541 6.315
4.815 9.492
3.655 7.514
4.315 NA
4.028 7.514
5.213 NA
2.366 5.889
NA 6.052
NA 7.005
4.955 8.976
3.01 6.855
5.196 6.82
6.136 NA
4.773 NA
6.318 8.324
5.305 8.155
4.973 NA
5.565 NA
4.536 NA
NA 8.175
3.845 NA
NA 7.154
NA 9.029
5.126 NA
5.937 9.461
4.671 8.395
5.433 8.322
4.667 4.953
6.094 9.858
5.858 9.396
NA 7.202
3.08 7.191
NA 8.564
NA 7.016
4.378 8.258
6.299 7.272
5.62 NA
6.762 8.585
5.398 7.767
5.274 7.851
5.666 7.074
5.362 NA
NA 8.356
5.763 NA
5.956 7.88
5.821 7.346
5.666 8.274
4.405 7.585
5.36 NA
NA 8.268
NA 7.082
4.661 8.682
NA 8.175
6.892 6.978
5.592 NA
NA 6.592
5.363 8.565
4.032 NA
6.133 7.153
4.136 NA
5.349 8.076
4.862 8.229
4.298 6.305
5.819 7.188
3.961 NA
5.174 8.525
5.76 7.634
NA 6.775
6.023 8.435
4.176 NA
6.323 NA
3.736 7.762
4.614 6.944
NA 9.64
5.403 9.313
5.836 NA
4.331 7.681
7.262 6.998
5.349 8.381
NA 7.215
4.469 NA
4.581 NA
5.257 7.448
4.416 9.298
4.488 NA
5.325 9.087
6.772 9.192
5.707 NA
5.814 7.555
4.139 6.846
NA 7.757
4.378 8.37
3.086 NA
3.084 5.932
NA 9.706
4.67 6.582
4.947 7.911
6.142 NA
5.125 NA
7.332 6.57
5.969 7.441
5.504 NA
7.035 NA
6.148 7.994
4.69 NA
NA 6.581
NA 9.219
4.211 6.647
5.798 NA
6.323 8.595
4.77 6.783
4.959 8.266
5.786 NA
NA 8.834
4.594 5.919
3.696 NA
4.103 NA
5.282 NA
5.823 7.696
4.219 NA
NA 7.476
NA 8.729
4.109 NA
5.147 NA
5.105 8.51
4.633 8.091
5.126 8.307
NA 6.747
6.329 NA
NA 8.34
NA 7.798
5.774 9.838
4.042 7.375
5.023 9.629
NA 7.213
4.847 7.697
NA 6.482
3.666 NA
2.483 6.153
5.731 9.334
4.623 10.151
4.067 7.727
5.284 NA
2.831 6.279
NA 6.896
NA 8.16
4.969 NA
6.426 8.37
5.194 NA
NA 8.566
3.659 7.491
4.208 7.119
4.894 8.229
4.783 7.309
4.272 NA
5.021 8.449
4.161 NA
NA 7.732
4.57 8.433
4.505 8.052
5.751 9.22
NA 7.839
4.448 NA
NA 6.366
5.274 7.517
5.368 NA
4.692 7.006
6.377 8.787
3.911 6.573
5.929 8.662
NA 6.656
4.562 NA
NA 8.855
5.366 NA
5.516 7.994
NA 8.587
4.012 6.418
NA 7.317
5.593 NA
5.556 7.884
5.753 8.442
2.294 5.097
6.353 9.246
4.707 8.16
6.723 NA
NA 8.198
6.091 9.371
4.237 7.812
5.266 8.115
4.844 5.376
6.856 NA
4.638 7.831
4.181 8.168
4.183 7.624
NA 6.438
4.526 NA
NA 6.948
NA 7.279
3.875 6.35
4.317 8.704
5.857 8.538
4.437 9.087
3.123 5.989
NA 7.911
5.451 NA
5.014 9.299
3.879 7.686
5.513 8.175
4.826 7.068
4.803 9.334
5.689 7.527
5.647 NA
4.562 7.298
6.208 9.019
4.607 NA
4.543 8.344
6.192 8.565
5.793 6.705
5.653 NA
NA 6.223
NA 8.349
6.106 9.386
5.204 7.571
4.122 6.658
3.402 6.91
NA 7.96
5.427 8.003
5.675 9.1
5.615 NA
NA 8.315
NA 6.439
4.534 6.112
NA 8.334
5.743 NA
4.607 6.259
3.824 NA
3.952 6.899
5.195 7.392
6.856 8.991
5.991 8.062
4.517 NA
6.485 8.856
5.468 9.615
4.626 7.089
4.806 NA
5.783 NA
3.857 6.826
NA 5.83
3.746 8.178
4.258 5.425
NA 6.456
4.33 8.023
5.321 NA
4.71 7.691
4.827 8.478
5.189 NA
5.436 9.251
NA 11.108
7.151 9.693
5.581 8.841
6.014 7.251
NA 8.18
4.835 8.079
5.424 7.112
NA 6.752
5.732 NA
5.668 NA
3.566 8.275
NA 8.738
4.242 8.245
4.594 NA
5.658 7.179
6.236 9.406
6.114 8.806
NA 5.92
3.464 NA
6.206 9.89
5.787 NA
4.619 7.513
5.854 8.506
3.807 NA
6.012 8.23
NA 8.974
NA 9.724
4.581 6.016
NA 7.292
4.284 6.394
NA 9.426
NA 7.977
4.928 8.493
6.012 8.763
4.069 NA
6.813 8.701
4.871 9.238
NA 6.866
4.275 NA
2.837 7.792
4.099 7.121
5.081 9.764
NA 8.447
5.546 NA
4.218 8.416
NA 7.997
NA 7.529
4.707 7.616
3.679 NA
NA 8.209
5.489 7.95
4.913 NA
NA 5.559
NA 7.413
5.454 NA
5.415 7.66
NA 8.465
4.666 NA
4.408 7.711
5.616 8.465
4.059 NA
4.199 NA
5.422 6.82
4.883 NA
NA 5.644
5.672 NA
5.547 7.903
5.198 7.744
2.845 NA
5.322 5.721
7.018 8.443
5.6 NA
3.852 7.893
4.505 7.976
4.751 7.522
4.673 9.025
NA 8.937
4.623 7.683
3.089 NA
5.196 8.199
5.304 7.316
6.619 8.199
6.204 NA
5.379 7.556
3.248 6.723
5.859 NA
