1 1 NA 1 NA
1 0 NA NA NA
1 1 NA 1 72.6
1 0 0 1 NA
1 1 NA 3 199.5
0 0 0 3 264.1
1 0 1 1 NA
1 1 NA 1 224.3
1 1 NA NA 191.2
1 1 0 3 NA
1 0 NA 1 172.3
0 0 0 1 NA
1 1 0 2 253.6
1 1 0 1 155.9
1 0 1 3 197.5
1 1 NA 1 138.9
1 1 NA 1 211.4
NA 1 0 1 216.4
1 1 1 3 NA
1 1 0 3 196.9
1 1 1 1 NA
1 1 1 1 116.9
1 NA 1 NA NA
0 1 0 3 298.2
1 0 1 1 NA
1 1 NA 2 240.6
1 1 0 1 NA
1 1 NA NA 186.3
NA 0 1 2 NA
1 1 NA 1 213.2
1 1 NA 1 133.7
1 0 0 3 273.9
0 0 0 2 203.5
NA 0 0 2 NA
1 0 NA 3 233.1
1 0 NA 2 213.5
1 0 0 1 181.3
1 1 1 1 165.7
1 0 NA 1 NA
